Date Sampled,Start Time,End Time,Date Measured,Zone,Location,Vessel,Sampler,Latitude,Longitude,Depth,Trap #,Crab #,Sex,Shell Condition,Carapace Width,Claw Height,Abd Width,Egg Color,Hepato Color,Hepato Texture,% Eggs Remaining,Gonad Color,Egg details,Missing Legs,Maturity,Barnacles,Spiroidea,Cigarette Burn,Egg Col L,Egg Col a,Egg Col b,Gon Col L,Gon Col a,Gon Col b,Hep Col L,Hep Col a,Hep Col b,Commentaire,Crab Weight,Gonad Weight,Hepato Weight,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,31,F,4,51.49,*,41.58,OC,*,*,100,Beige,Pico orange/Peu picot noir,**********,M,*,*,*,49.210,27.500,39.880,57.470,15.780,22.000,49.960,3.830,23.280,Dal  Egg #91,83.5,1.7047,3.675,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,32,F,4,65.36,*,47.12,OC,*,*,100,Beige,Eggs Orange Spot,**********,M,*,*,*,49.210,31.190,40.220,49.07,7.25,33.11,63.010,4.780,15.280,Dal  Egg #94,112.6,1.9315,4.3135,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,33,F,4,62.9,*,42.1,OF,*,*,100,O,Eggs Orange Spot,**********,M,*,*,*,37.91,23.66,22.1,49.590,34.890,42.130,46.640,8.190,27.370,Dal  Egg #97,106.3,5.4103,5.6251,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,34,F,4,56.6,*,40.77,OC,*,*,100,Beige,Eggs Orange Spot,**********,M,*,*,*,48.620,28.830,39.700,57.700,9.700,20.700,43.060,3.860,16.530,Dal  Egg #100,80.6,1.2216,3.4457,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,35,F,4,62.49,*,42.13,OC,*,*,50,OC,Points noir orange,**********,M,*,*,*,44.260,25.840,34.880,49.790,10.440,16.210,44.770,4.470,14.470,Dal  Egg #103,91.8,1.7131,4.1571,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,36,F,4,58.23,*,41.91,OC,*,*,100,Beige,Eggs Orange Spot,**********,M,*,*,*,43.990,29.540,35.460,60.990,6.550,19.950,39.840,4.740,18.800,Dal  Egg #106,80.4,1.0754,2.8187,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,37,F,4,62.5,*,44.28,OC,*,*,90,OC,Eggs Orange Spot,**********,M,*,*,*,48.330,29.240,39.200,54.420,17.110,27.260,45.370,7.550,27.850,Dal  Egg #109,88,1.6624,4.8199,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,38,F,4,67.35,*,46.29,OC,*,*,100,Beige,Point orange et noir,**********,M,*,*,*,47.800,28.820,39.140,60.750,6.330,18.930,45.710,3.580,19.810,Dal  Egg #112,*,1.9062,4.3888,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,39,F,4,56.23,*,37.49,OC,*,*,100,OC,Eggs Orange Spot,**********,M,*,*,*,52.180,31.470,44.420,59.940,17.490,30.600,57.250,2.380,29.500,Dal  Egg #115,79.1,1.531,3.3655,,
16062018,7:30,*,17062018,12,Banc Bradelle,CCGS Perley,R.ALLAIN/M.MORIYASU/K.LANDRY,4726.051,6307.9842,76m,2,40,F,4,55.48,*,39.56,OC,*,*,100,Beige,Eggs Orange Spot,**********,M,*,*,*,50.540,30.580,43.220,60.640,5.580,21.900,27.890,5.180,3.780,Dal  Egg #118,64,1.0419,2.2862,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,41,F,4,62.89,*,44.51,OF,*,*,100,OC,*,**********,M,+,*,*,45.810,23.560,30.000,57.320,18.210,33.850,33.540,9.040,10.410,*,105.6,1.6584,6.5097,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,42,F,4,63.26,*,44.78,O,*,*,100,O,*,**********,M,1,*,*,42.590,23.390,25.660,55.110,34.460,47.410,52.540,7.410,23.240,*,123.5,6.2291,7.0319,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,43,F,4,67.66,*,48.44,OF,*,*,100,O,*,**********,M,+,*,*,43.470,20.210,21.710,57.740,31.580,50.040,45.740,6.820,16.410,*,139.9,6.8396,8.1182,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,44,F,4,60.81,*,43.08,OF,*,*,100,O,*,*1********,M,1,*,*,42.390,19.790,21.970,56.400,32.550,48.330,48.530,7.660,21.220,*,98.3,5.1316,4.2698,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,45,F,4,52.59,*,37.65,OC,*,*,100,O,*,******1***,M,*,*,*,47.880,20.880,25.990,54.810,32.800,44.120,53.510,5.900,25.780,*,70.4,3.3409,3.9792,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,46,F,3,55.41,*,38.43,OF,*,*,100,O,*,**********,M,3,*,*,46.320,26.970,24.700,58.850,26.120,42.070,49.640,7.350,18.260,*,76.5,1.967,5.2352,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,47,F,4,64.72,*,42.86,OF,*,*,100,O,*,**********,M,+,*,*,45.520,22.020,23.750,54.090,31.190,42.190,52.380,6.840,21.710,*,126.8,6.4475,7.0953,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,48,F,4,60.65,*,44.04,OF,*,*,100,O,*,**********,M,*,*,*,43.720,20.640,21.680,55.810,31.200,45.580,47.890,7.990,23.340,*,112,4.7614,6.0518,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,49,F,4,67.53,*,48.13,OF,*,*,100,O,*,**********,M,*,*,*,44.340,19.730,23.380,51.580,31.670,29.870,48.420,*,18.470,*,163,8.0817,9.1871,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,50,F,2,49.62,*,34.63,OF,*,*,100,O,5% With eyes / Primipare,*1********,M,*,*,*,45.600,20.670,25.910,55.340,32.550,48.060,54.660,5.600,21.360,*,52,2.8498,3.7832,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,51,F,2,46.84,*,30.98,OF,*,*,75,O,Primipare,**********,M,*,*,*,48.010,27.020,36.060,54.250,29.650,38.560,42.060,8.430,19.250,*,36,0.7957,2.8234,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,52,F,2,48.35,*,31.5,OC,*,*,100,O,Primipare,**********,M,*,*,*,46.030,24.520,26.970,51.050,34.790,41.320,54.760,7.370,28.410,*,48.6,3.2537,3.8796,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,53,F,2,51.65,*,35.21,OF,*,*,100,O,*,**********,M,*,*,*,45.180,22.030,25.800,53.940,35.260,44.610,57.060,5.370,27.030,*,61.2,3.3112,3.8006,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,54,F,4,64.35,*,46.3,OC,*,*,100,OC,*,**********,M,*,*,*,48.280,23.830,28.820,60.240,23.030,38.220,46.630,7.720,14.620,*,113.3,1.8033,7.5669,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,55,F,4,64.66,*,42.5,OF,*,*,50,O,*,**********,M,+,*,*,46.680,27.350,36.220,56.170,28.240,43.400,43.550,8.750,16.120,*,93.8,1.7718,8.1006,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,56,F,4,63.04,*,44.31,OF,*,*,100,O,*,****1*****,M,*,*,*,40.610,18.470,19.820,56.100,23.730,40.110,39.230,8.270,9.660,*,102.3,3.0003,5.9782,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,57,F,4,60.98,*,40.79,OF,*,*,100,O,*,1**7**1**1,M,+,*,*,38.560,22.390,15.840,54.360,34.480,47.960,41,7.62,12.63,*,83.1,3.8433,4.9725,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,58,F,4,65.44,*,43.98,OC,*,*,100,OC,*,***1*****1,M,*,*,*,46.030,25.340,29.650,59.450,15.230,30.660,45.72,7.93,13.64,*,123.9,2.1116,7.3296,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,59,F,4,65.18,*,47.11,OF,*,*,100,OC,*,**********,M,*,*,*,45.940,29.100,25.570,59.360,25.660,42.330,46.73,7.76,20.1,*,134.8,2.2332,6.4676,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,60,F,2,55.35,*,35.87,OF,*,*,100,O,Primipare,**11******,M,*,*,*,40.720,25.510,15.930,52.790,39.310,48.010,53.68,8.97,27.16,*,56.8,3.4374,3.8248,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,61,F,4,64.36,*,45.82,OF,*,*,100,OC,*,**********,M,+,*,*,47.680,24.000,30.420,61.130,21.290,39.080,37.29,6.95,8.15,*,135,2.103,6.4693,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,62,F,4,47.15,*,33.25,OF,*,*,100,O,*,**********,M,*,*,*,43.440,28.130,27.600,53.830,31.890,42.700,47.5,7.74,21.27,*,42.4,0.9546,2.9644,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,63,F,4,62.84,*,43.47,OF,*,*,100,O,*,1*1*******,M,*,*,*,39.790,23.310,19.030,58.460,29.090,47.630,48.24,6.82,17.43,*,110.6,3.4196,6.1642,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,64,F,4,67.11,*,47.71,OF,*,*,100,OC,*,**********,M,*,*,*,41.420,25.360,24.100,55.900,22.920,33.920,40.77,10.72,8.51,*,132.8,2.5,8.3412,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,65,F,4,61.79,*,41.76,OF,*,*,25,O,*,*1********,M,*,*,*,40.040,21.350,15.670,58.790,27.020,46.950,40.53,7.76,9.57,*,81.4,2.6285,5.0892,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,66,F,4,60.44,*,41.96,OF,*,*,25,B,Sinile,**********,M,+,*,*,39.140,18.000,15.070,57.090,9.020,25.750,32.03,8.79,6.26,*,80.6,0.8729,3.6856,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,67,F,3,56.03,*,34.48,OF,*,*,100,O,Primipare?,***1******,M,*,*,*,44.040,22.980,25.190,53.580,36.660,45.990,54.24,7.53,27.44,*,71.9,3.6919,4.8765,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,68,F,4,48.28,*,31.52,OF,*,*,100,O,*,1****1***1,M,*,*,*,40.990,17.680,18.040,57.240,31.330,48.450,46.47,8.56,21.74,*,56.7,2.5909,2.6121,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,69,F,4,57.38,*,39.57,OF,*,*,100,O,*,********7*,M,2,*,*,41.240,18.550,21.650,56.730,27.610,45.980,46.33,6.66,15.31,*,84.8,3.6682,5.0483,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,70,F,4,58.64,*,41.33,OF,*,*,100,O,*,*********2,M,*,*,*,42.930,21.200,18.560,54.070,35.060,45.880,50.15,7.94,24.72,*,112.4,5.4041,6.0556,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,71,F,3,52.22,*,33.98,OF,*,*,100,O,Spiro / Primipare?,1**********,M,*,*,*,44.620,23.170,28.330,53.360,35.200,46.570,50.78,6.58,24.17,*,61,3.914,3.0997,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,72,F,4,52.27,*,33.61,OF,*,*,100,O,*,**********,M,3,*,*,46.070,27.830,31.840,49.540,20.620,22.190,52.72,8.02,24.87,*,65.2,1.3035,4.8846,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,73,F,4,44.69,*,30.96,OF,*,*,100,O,*,****1*****,M,1,*,*,43.430,21.780,28.220,53.500,33.470,44.210,56.62,7.64,32.69,*,48.1,2.1946,1.973,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,74,F,4,63.96,*,46.22,OF,*,*,100,O,*,**********,M,*,*,*,43.640,22.170,24.880,58.180,29.690,46.900,48.05,7.73,16.44,*,127.4,5.0746,7.9467,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,75,F,4,70.19,*,48.37,OF,*,*,100,OC,*,**********,M,*,*,*,49.250,27.860,39.110,57.090,21.240,37.970,43.98,9.27,18.32,*,137.2,2.907,8.5611,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,76,F,4,69.55,*,48.05,OF,*,*,100,O,No Gonad / No Hepato Color,**********,M,*,*,*,*,*,*,*,*,*,*,*,*,No colorimetre,140.1,8.525,7.7261,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,77,F,4,70.68,*,48.96,OF,*,*,100,O,*,**********,M,2,*,*,40.380,24.300,19.990,53.200,36.610,47.220,45.83,8.57,19.83,*,135.2,7.5436,7.5618,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,78,F,4,77.73,*,54.03,OC,*,*,100,OC,*,**********,M,4,*,*,49.590,23.860,36.370,59.910,13.840,30.310,43.56,6.75,9.35,*,187.1,2.9502,8.0506,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,79,F,4,72.01,*,47.32,OF,*,*,100,O,*,*******1**,M,+,*,*,40.720,26.920,23.500,52.810,32.900,45.850,44.81,7.39,15.88,*,151.4,6.6188,8.8411,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,80,F,4,65.79,*,46.54,OF,*,*,100,O,*,1*****1***,M,*,*,*,40.120,21.350,17.010,56.450,27.800,44.740,42.31,8.7,12.51,*,99.9,3.7663,6.6893,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,81,F,4,75.24,*,52.74,OF,*,*,100,O,*,**********,M,*,*,*,48.980,29.390,34.090,58.570,29.150,45.570,43.23,8.71,13.29,*,158.7,4.3484,9.7872,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,82,F,4,67.25,*,44.64,OF,*,*,100,O,*,**********,M,+,*,*,42.470,25.130,20.220,54.640,34.040,48.640,47.32,7.73,18.42,Dactyle G2,138.2,5.2992,7.4048,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,83,F,4,65.31,*,43.51,OF,*,*,100,O,*,1***1****1,M,+,*,*,41.180,22.600,19.540,57.180,26.330,44.570,38.03,8.37,9.22,*,106.4,3.0347,4.7314,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,84,F,4,86.31,*,50.85,OF,*,*,100,O,*,**1*******,M,+,*,*,39.890,22.440,21.470,56.070,28.740,44.610,37.07,8.61,6.55,*,197.7,5.6523,10.0797,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,85,F,4,70.01,*,48.8,OF,*,*,100,OC,*,********1*,M,*,*,*,49.66,23.69,35.89,60.08,16.43,34.68,37.58,8.94,9.61,*,130.3,2.1511,7.2822,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,86,F,4,72.52,*,49.93,OF,*,*,100,O,*,**********,M,*,*,*,46,19.45,26.01,55,30.83,44.44,50.81,7.51,17.21,*,179.3,8.7651,9.2981,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,87,F,4,53.92,*,35.89,OF,*,*,100,O,*,**********,M,*,*,*,45.8,26.66,25.73,55.73,30.02,42.47,50.45,7.95,19.61,*,72.8,1.8951,5.1133,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,88,F,4,69.84,*,48.51,OF,*,*,100,OC,*,**********,M,*,*,*,48.52,23.38,30.86,61.59,15.06,34,37.3,7.71,8.17,*,129.3,2.076,7.2221,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,89,F,4,69.99,*,43.65,OF,*,*,100,O,*,********2*,M,+,*,*,42.68,22.53,21.05,55.9,34.24,48.83,41.84,8.28,11.41,*,118.6,3.9767,7.1276,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,90,F,4,59.73,*,40.22,OF,*,*,100,O,*,*********1,M,4,*,*,48.33,27.86,31.43,56.23,31.49,44.47,42.45,6.42,8.12,*,80.9,1.9754,6.0867,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,91,F,4,57.9,*,40.44,OF,*,*,100,O,*,**********,M,*,*,*,44.13,22.83,19.93,55.86,32.21,47.87,51.71,6.63,20.04,*,88.8,4.6854,5.5833,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,92,F,4,63.5,*,42.31,OF,*,*,100,OC,*,**********,M,*,*,*,46.63,30.08,31.22,56.35,18.12,31.16,47.73,8.62,16.47,*,95.7,1.4422,6.3782,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,93,F,4,69.93,*,47.76,OF,*,*,100,O,*,*1**1*****,M,1,*,*,44.21,23.72,22.18,56.71,32.35,45.88,48.38,7.35,13.93,*,142.6,6.8168,9.0091,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,94,F,4,59.89,*,40.93,OF,*,*,100,O,*,****2*****,M,*,*,*,42.57,21.89,18.51,56.18,33.49,47.03,49.95,8.92,17.89,*,102.2,5.4572,6.2394,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,95,F,4,66.23,*,44.01,OF,*,*,100,OC,*,**********,M,1,*,*,48.85,25.75,32.85,57.3,16.4,31.28,39.35,9.05,9.67,*,120.7,2.1828,7.9522,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,96,F,4,65.08,*,44.38,OF,*,*,100,O,*,*********7,M,1,*,*,43.12,20.25,19.39,55.2,33.24,44.55,52.3,7.07,18.61,*,133.6,8.037,7.0782,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,97,F,4,54.54,*,38.88,OF,*,*,100,O,*,2*********,M,*,*,*,44.13,25.01,20.28,56.06,34.1,46.18,52.44,7.22,16.55,*,82,3.6754,5.556,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,98,F,4,61.59,*,43.99,OF,*,*,100,O,Gonad Point Noire,**********,M,*,*,*,41.59,24.59,17.94,54.21,35.54,46.81,47.45,11.2,25.04,*,112.7,5.0847,6.5736,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,99,F,4,66.92,*,44.48,OF,*,*,100,O,*,**********,M,1,*,*,43.64,22.29,21.15,54.07,30.31,44.62,46.28,8.94,16.96,*,143.3,5.3157,7.7895,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,100,F,4,69.13,*,48.25,OF,*,*,100,OC,*,**********,M,1,*,*,47.14,23.37,26.84,60.52,20.78,35.74,44.51,8.64,13.08,*,158.2,2.3876,7.4625,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,101,F,4,64.07,*,43.3,OF,*,*,100,O,*,**********,M,*,*,*,43.52,22.31,19.53,57.58,31.41,47.63,48.28,8.25,16.04,*,117.7,6.7657,6.1836,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,102,F,4,63.2,*,42.72,OF,*,*,100,OC,*,**********,M,*,*,*,44.13,24.11,27.68,60.52,14.29,31.13,43.66,8.67,10.86,*,92.7,1.346,5.5689,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,103,F,4,61.17,*,41.62,OF,*,*,100,O,*,*******1**,M,1,*,*,45.64,24.03,23.11,56.46,32.39,45.8,53.85,6.93,17.66,*,110.2,4.443,6.2173,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,104,F,4,66.3,*,44.13,OF,*,*,100,OC,*,*****1***1,M,1,*,*,48.23,25.7,26.17,59.3,24.61,39.91,42.66,7.41,15.42,*,109,2.4443,6.9366,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,105,F,4,70,*,44.11,OF,*,*,100,OC,*,****1**7**,M,*,*,*,44.64,25.99,25.96,58.11,17.96,35.64,39.08,9.65,11.14,*,118,1.6111,6.8782,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,106,F,4,75.71,*,52.89,OF,*,*,100,O,*,****7*****,M,1,*,*,42.01,20.84,18.21,54.54,29.58,44.97,41.49,8.68,10.3,*,206,7.5324,9.9611,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,107,F,4,77.11,*,55.34,OF,*,*,100,O,*,**********,M,1,*,*,43.66,20.44,20.57,59.74,28.33,46.35,45.17,6.02,9.94,*,211.9,7.1727,10.9784,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,108,F,4,65.92,*,47.09,OF,*,*,90,OC,*,**********,M,3,*,*,48.82,27.69,30.43,57.99,21.44,38.67,41.82,8.07,17.17,*,121.2,2.0974,7.3664,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,109,F,4,72.01,*,50.85,OF,*,*,100,O,*,**********,M,1,*,*,46.14,23.16,25.91,56.13,32.99,45.24,46.28,5.97,8.28,*,160.4,6.9219,9.8095,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,110,F,4,71.69,*,49.24,OF,*,*,100,OC,*,******1***,M,*,*,*,45.62,24.69,24.6,60.47,23.23,40.02,41.06,* ,7.02,*,155,2.4227,9.5071,,
13082018,10:00,*,14082018,19,14 Miles off Cheticamp,CCGS Perley,ALLAIN/MORIYASU/LANDRY/CORMIER,*,*,*,*,111,F,4,73.62,*,51.32,OF,*,*,100,O,*,**********,M,1,*,*,45.54,27.37,27.68,54.56,27.07,38.49,44.82,7.58,11.1,*,164.5,3.0781,9.4004,,
